genes,WTvsMu_lfc,IRvsMock_lfc,Interaction_lfc
Fam163a,-0.835413482,-0.156009539,3.108383424
Hivep2,-0.11529997,-0.794926502,0.077595778
Itga2,0.147101726,-0.0982141,0.215506089
Atp6v0e,-0.01006013,0.219739577,-0.462682748
Zfp318,-0.058107997,-0.925296188,0.577181698
Ttbk1,0.26828681,-1.817745433,1.480261116
Hspa8,0.166767161,3.001994797,-2.172172337
Psma2,-0.157142443,1.311400218,-0.914430767
Plekho1,-0.293194984,-0.807336723,-0.12107182
Aph1a,-0.123098841,0.681465573,-0.67048735
Eps8,-0.352955324,-1.621398058,1.738916826
Med22,-0.166504839,0.446331516,-0.519537178
Med28,0.000161345,0.858118992,-0.918510864
Qdpr,0.059107591,1.397689472,-1.11076238
Gnrh1,-0.206247435,0.614898941,-0.771404791
Rxrg,0.006438257,-0.830350173,1.29680217
Rxra,0.171077165,-0.644859439,0.252530378
Cd5l,0.697613132,-0.380924893,0.249412979
Ncapg,0.614412864,0.631695922,-1.501964868
Lcorl,-0.224821302,0.510135998,-0.627504092
Lta4h,-0.016666593,1.168239448,-0.910656618
Dstn,-0.022751349,-0.092567225,1.916238707
Fcgr1,0.392434057,-0.747540931,-0.533751853
Wnt11,0.275055221,1.117032781,1.777595377
1700016C15Rik,-0.199033043,2.70649251,-0.89861102
Cacna1d,-0.443696359,-1.922703097,0.881723434
Chdh,-0.786096027,0.307328168,-0.363253079
Stk32c,-0.521606972,-0.218677552,0.674661875
Fli1,-0.149569104,-0.432376989,-0.106116132
Stard13,-0.009575151,1.381218217,-0.206597169
Camk1g,-0.476957815,1.394006963,0.967827259
Hsd11b1,0.399450119,-1.162565644,0.763334896
Syt14,0.025084071,1.686975077,-0.446168394
Atp5e,-0.255142113,0.746148553,-0.246510894
Tubb1,-0.444758158,-1.019818469,0.973900438
Slc25a5,0.004173882,1.330461953,-0.779883027
Ppdpf,-0.136928883,0.006495021,-0.523630716
Col20a1,0.613538525,2.289511799,-0.510300116
Plgrkt,-0.172501779,-0.833302539,-0.026693388
Dyrk3,0.619844594,0.566856736,2.759135996
Il10,1.213179171,1.168174941,-0.433460581
Foxred2,0.00264128,2.23836614,-1.124170567
Eif3d,-0.055215802,1.957450588,-0.847860622
Phf21b,0.65020942,1.118560509,0.323885624
Cmah,-0.193095307,-1.034772144,0.193348617
Sulf1,-0.003432995,-0.246397951,0.148966628
Slpi,1.110802175,-0.278385961,0.040652467
Rbpjl,-0.448840494,-0.845801996,0.693426735
Sdc4,-0.190907822,0.375471066,-0.673990444
Il13ra1,-0.031695624,-0.027854102,-0.086162642
Brca1,0.091828239,0.585780913,-0.691421599
Mpp2,0.905018204,0.006836733,-0.013251315
Aldoc,-0.102312785,-0.914339005,-0.491560092
Stac2,-1.010019031,-3.731559256,2.008832074
Cacnb4,0.133992982,-0.797113111,0.112581362
Plxdc1,-0.958937082,-0.883322657,0.582615925
Timp2,0.383228308,-0.909515119,0.313634764
Cdc6,0.853246132,1.595431492,-2.008241216
Crlf3,-0.142991586,-0.507380374,0.054324647
Mmp9,1.973603805,-0.0039503,0.054787047
Pltp,0.226524945,-1.443461654,0.663232956
Ctsa,0.112120565,-0.461733123,-0.426919356
Spata25,0.452603329,0.047773005,-0.653034768
Myo1c,-0.278178197,-0.375571936,-0.047440136
Retreg3,-0.140997881,-0.170797153,-0.106849554
Dhx58,0.096159327,-0.602257032,0.123019769
Nkiras2,-0.233520393,0.407686692,-0.489533405
Eya2,-0.528180436,-0.669708683,1.065713194
Gdap1l1,-0.77749102,4.529459309,1.399527513
Ptgis,0.642057198,-1.144489435,-0.306576652
Ddx27,-0.031443701,1.709781839,-0.59325757
Cyth4,0.055227015,-0.937843765,-0.009447207
Rac3,-0.145439474,0.116422041,4.497294444
Rrp7a,-0.049468598,1.749177143,-0.880197269
H2bc4,-0.079583103,0.162924473,-0.695464167
Ikzf3,-0.249868367,-0.650610747,-0.474979478
Mfng,-0.125957134,-0.042296583,-0.387553322
Gdf9,-0.446435149,2.10965164,0.376028535
Psmb6,-0.172740185,1.578272312,-0.731043473
Pfn1,-0.146306939,0.51588018,-0.630741366
Tomm34,0.122407608,0.398094051,-0.671185036
Ksr1,0.192024962,1.322958065,0.694428034
Anxa6,-0.108563885,-1.800754763,-0.200967602
Kpna2,0.18847688,1.951832652,-1.543728553
Cuedc1,-0.316666156,0.225428418,2.20611994
Srsf1,-0.068325604,1.324009227,-0.953910068
Abi3,-0.078546069,-0.931229782,-0.235421961
Shroom1,0.002344109,-0.591054935,0.238742895
Septin8,0.902705199,-0.375249208,0.210133932
Mrm1,-0.191545747,1.563000872,-0.67418184
Gid4,-0.118689867,1.606745062,-0.685859115
Ypel2,0.147173129,-1.549655935,1.317828583
Akap1,0.034351982,3.329510042,1.409047778
Nol11,-0.058967969,1.722806498,-0.491706445
C1qbp,0.32370074,2.024233538,-0.474471899
Rpain,-0.430268367,-0.068415555,-0.209494895
Slc13a3,-0.837887991,-2.080953176,1.618023931
Kcnab3,1.389091636,0.370805029,-0.400760177
Chd3,0.14855685,0.235920512,-0.5756608
Kdm6b,-0.093010273,1.050275927,0.911015261
1700001P01Rik,-0.068373347,1.896600084,-0.799273871
Trim37,0.025494262,2.166365503,-0.522936958
Elp5,-0.094326318,1.796389119,-0.566066844
Slc2a4,0.398244259,-4.420232266,6.485622686
Gabarap,0.000843309,0.106150027,-0.349875356
2810408A11Rik,-0.581367092,-0.498570924,0.359912337
G3bp1,0.001700015,1.994931825,-0.917058758
Atox1,-0.04827145,-0.213110739,0.165096247
Sparc,-0.651976638,-0.511798382,0.721074992
Mief2,-0.319295622,0.126344129,-0.225430388
Tbx3,-0.037302278,0.809862589,1.076499082
Crhr1,-0.237539379,-0.142283242,1.529090192
Tada2a,-0.080330692,2.14882328,-0.628262674
Ikzf1,-0.10891117,0.344699065,-0.908528083
Pnpo,-0.290424929,0.729661085,-0.435231053
Copz2,0.504473242,-0.609367162,0.459380817
Slc25a39,-0.340006619,1.517410885,-0.570673882
Aatf,0.04497832,2.236575214,-0.868054994
Lhx1,-1.45514063,-1.176035142,3.636315489
Slc25a35,0.354394667,-0.137632942,-0.240440051
Zbtb4,-0.095454234,-1.437124404,-0.341063423
Atp5g3,-0.032911447,1.176503143,-0.890632463
Cd68,0.65569489,-0.257110256,-0.049397916
Acsl1,-0.063112417,0.269858505,-0.621804746
Lsp1,-0.277447162,-0.622171014,0.445037129
Myh11,-0.131967158,1.316924619,0.607201666
Fndc8,0.184605692,2.317527161,-1.716686333
Pank3,-0.143733395,1.471240465,-1.375012388
Rars,0.122405288,2.038133406,-1.154616891
Slc22a5,-0.153511807,-0.188330819,-0.316556999
Arrb1,0.079526106,-1.706879649,0.141114829
Alox15,-0.029783622,0.382861392,2.068504245
Ccl6,0.502799547,-0.513569384,0.538497591
Ccl4,0.512449902,-0.573413655,0.146143147
Natd1,-0.070284474,-1.038184142,0.831364654
Ywhah,0.127465855,0.876881815,-0.99426632
E2f2,-0.350437007,-1.031756626,-0.325263059
Fis1,-0.175385245,0.316513751,-0.298097283
Rab3d,0.179305677,-0.947795275,0.471954891
Mfsd3,-0.316392847,0.929615332,-0.228668255
Dnase1l1,-0.153968235,-1.214319824,0.500519437
Isyna1,-0.031644271,1.587388194,-0.818812473
Tmem160,-0.287068248,-0.11811941,0.08463061
Lhx9,-0.064193881,-1.132825841,1.911628493
Tmem129,-0.099876796,0.455400698,-0.567080968
Atp6v0a1,-0.042207555,-0.640495387,-0.584894213
Grb7,0.123253026,-0.519560632,-1.057503577
Noxo1,0.061124773,-0.855624428,1.89102045
Gdpd2,-1.0207536,0.115384205,0.733219863
Calm3,0.095421655,0.845456779,-0.884583311
Ffar3,0.339335397,1.822303091,0.146045681
Tlcd1,-0.008121772,1.64745175,-0.724406718
Arhgef25,0.207927326,0.639115419,-0.042484334
Rab4a,0.424424632,-1.100234488,0.391936043
Trip10,-0.228818128,0.590416274,-0.641866797
Rcn3,0.171223251,-1.198748917,0.357297166
Arid3a,-0.256128455,0.128756769,-0.913713043
Akt3,-0.306872152,-0.513906056,0.14633268
Lyst,0.027558811,2.056428089,-0.753584188
Calr3,-0.073139778,1.504648878,-0.92014508
Syne4,0.257704701,1.894809104,0.489170445
Polr2i,0.032026923,1.254088264,-0.761841204
Esr1,0.180433493,-1.313704592,1.159421544
Fbxo5,-0.092655575,0.561862657,-0.576634917
Hdac2,0.039882529,1.703331748,-0.494068657
Rwdd1,-0.080130553,1.418014206,-1.058337227
Hint3,-0.077623567,-0.220031644,-0.171171739
Lrp11,-0.030201605,1.837143469,0.945895918
Nr2e1,0.492202409,-1.122669801,2.229435221
Aig1,0.126277114,-0.429533839,0.045315702
Fuca2,0.140054553,-0.645673005,0.186238074
Ltv1,-0.086084186,1.94190582,-0.524654201
Plagl1,0.441998917,0.411110496,2.544638755
Cd164,0.157433665,0.394657134,-0.755237766
Utrn,0.058983523,-1.446490866,2.517182645
Smpd2,-0.149646739,-0.705211656,-0.412894473
Mical1,-0.045628185,-1.163635632,-0.351268781
Rab32,0.44053796,-0.274966305,-0.139437319
Gtf3c6,-0.016222963,1.715630313,-0.50054122
Slc16a10,0.416594383,-0.554898508,-0.059053449
Fyn,0.172582921,-0.851035599,0.794793951
Lama4,0.25356753,-0.305601006,0.686911391
Tnfaip3,-0.088212082,1.959195809,-0.022328792
Arfgef3,1.67278088,-0.06535476,1.048742155
Asf1a,-0.087428188,0.642783664,-0.73443114
Qrsl1,-0.171062366,0.577324416,-0.521611027
Smpdl3a,-0.079704882,-1.765107615,0.392159805
Lama2,-0.918985507,0.287351623,0.91350221
Lims1,-0.128588078,-0.137751268,-0.073765181
Ube2d1,-0.013365548,-0.512520934,-0.138053945
Cdk1,0.569180232,0.378854727,-1.410971024
Atp2b1,0.006512452,0.051113266,-0.432411998
Rhobtb1,0.478325376,-0.662930762,0.518814866
Actr6,-0.128722478,0.86988665,-0.841283205
Uhrf1bp1l,-0.056461555,0.278871513,-0.637275125
Poc1b,-0.040271239,-0.466757704,-0.252456881
Dusp6,-0.294613787,0.08894422,-0.439121527
Kitl,0.814275727,-0.225874437,-0.168559821
Sgk1,-0.011507309,-0.78894477,0.559064253
Cep290,0.531534018,-0.372432758,1.627023531
Epb41l2,0.001912444,-0.10047894,-0.392961128
Apaf1,-0.146471075,-0.791790679,3.858235963
Myb,-0.604611204,1.431047584,0.149654045
Ahi1,-0.161319089,0.110242639,2.59940887
Ccn2,-0.438744853,-0.310215748,0.386749513
Stx7,-0.05219715,-0.420997805,-0.331852196
Vnn3,0.261734407,-0.739418786,0.105164305
Hal,0.249198553,0.615143056,1.14331832
Snrpf,0.1774944,2.395487256,-0.793255375
Fgd6,0.134927574,-0.719587289,0.154523462
Ndufa12,0.104197674,2.350006523,-0.962105118
Nuak1,0.122146844,0.914599624,-0.942220375
Tcp11l2,-0.308149391,-2.585559439,1.1695131
Igf1,0.530498658,-1.34193007,0.477775008
Mybpc1,0.421096934,-1.209331915,0.403143034
Slc5a8,-1.072848575,1.58906027,3.369523624
Ddx21,0.127603661,2.352835622,-0.73265189
Srgn,-0.02374007,-0.319638239,-0.526757874
Supv3l1,-0.040906965,2.079279361,-0.566608972
Hkdc1,-0.500673267,1.775873852,2.310599443
Macroh2a2,0.184732434,1.361607035,2.791995829
Sar1a,-0.023385621,1.528056347,-0.901224526
Ppa1,0.170683893,3.409697464,-1.693350022
Pald1,-0.230663359,-0.84660454,0.592883414
Vsir,0.348892208,-0.986303942,0.552232338
Slc16a7,0.000642709,-1.085989609,0.83379696
Ddit4,0.677495613,0.152035671,2.57345797
Cand1,-0.035553235,1.305785012,-0.933613031
Pno1,0.028157019,2.842382652,-1.015749212
Srgap1,-0.261211955,-0.606142701,0.990799481
Elane,5.627965099,3.483514212,-5.299437525
Vps54,-0.19218309,-0.086212006,-0.272692453
Pcsk4,-0.271346344,1.831302489,-0.630806187
Peli1,-0.215340735,-0.847832,0.272065923
Lgr5,-0.198778251,-0.903891735,0.944590985
Slc1a4,0.455173632,4.595310798,-2.851012105
Ptprb,-0.550414475,-0.947251896,0.671378833
Pwwp3a,-0.040131436,0.493661847,-0.760726511
Uqcr11,-0.149719305,1.451362515,-0.790493787
Tcf3,-0.278355563,0.23342249,-0.471063336
Rab36,-0.514821087,-0.493511727,0.560921315
Grb10,0.12301857,-0.226205562,2.600047896
Snrpd3,0.132090169,2.004788923,-0.256312005
Cpm,-0.143217169,-1.272522401,0.067882391
Mdm2,-0.074295708,-0.006860495,3.052092912
Csrp2,-0.629738267,-0.998635759,0.893790483
Osbpl8,-0.027348394,0.44856792,-0.6442912
Phlda1,-0.706005367,0.121161406,2.675425377
Glipr1l2,-0.229866232,-1.349367094,3.408960678
Jsrp1,0.570966644,2.48036593,-1.045369206
Timm13,-0.012227512,1.509926784,-0.791160516
Llph,0.048093968,2.002902434,0.080524683
Irak3,0.046070476,-0.711913908,0.396128249
Dip2a,-0.126931457,-1.397416829,0.278197614
Nfyb,-0.105718232,0.849753683,1.881848334
Txnrd1,0.400874635,1.000552756,1.018744473
Ppm1m,-0.147981204,-0.689655748,0.093317096
Hint1,-0.00733325,1.029643584,-0.857588926
Stk10,-0.032417633,-0.864913878,0.254211509
Il9r,0.451740479,0.369080474,-0.837241169
Rhbdf1,0.710558832,0.334446573,-0.748060267
Ahsa2,-0.011071383,1.383682808,-1.927777256
Hbq1a,-3.335333645,-1.549606814,1.653881808
Cdc34,-0.056334352,1.586297103,0.730638839
Tpgs1,-0.079267745,0.417747146,-0.482054539
Sptbn1,-0.045721967,-0.667064911,0.063569126
Theg,1.011155976,-0.854013919,0.040701658
Mdh1,0.014276753,0.301140287,-0.674987088
Fstl3,0.292900331,-1.32466831,1.181300939
Ccng1,0.302749313,0.188086255,3.802146284
Nudcd2,0.034947028,1.395311639,1.37215693
Slc22a4,0.630561038,-0.236459731,-0.244830391
Mgat1,-0.179279699,0.005785444,-0.154191794
Flt4,0.057211013,-0.492933184,0.687483976
Hnrnpab,0.106021343,1.589362377,-0.91711962
Hspa4,0.047650564,1.880035467,-1.168707207
Canx,0.181272776,1.824778513,-0.230152484
Rufy1,-0.051911883,-0.125345591,-0.193009012
Rnf130,0.050610283,-0.27910754,-0.381958017
Sar1b,0.019588727,1.180307096,-1.120979744
Pdlim4,0.04578308,-0.424402505,0.253275585
Cdkn2aipnl,-0.082361914,1.047005248,-1.062710088
Nefh,0.375442246,3.826101803,-0.557766402
Havcr2,0.287807382,0.102713313,-0.125295952
Fam71b,0.796886602,0.853557261,0.845311136
Tns3,0.460563234,-0.048870697,-0.164880046
Btg2,-0.077523349,-1.020141369,1.968188837
Igfbp3,-1.204645046,-0.180341074,1.869851099
Pes1,-0.154786941,1.857423995,-0.819205473
Adcy1,-0.921530155,-0.297809171,1.977052873
Tcn2,0.379795044,-0.812861598,1.249164189
Guk1,-0.130954419,1.574313402,-0.620962962
Npc1l1,0.018550891,4.494608402,-0.763264232
Cfap36,0.059872911,-0.212790071,-0.258979583
Pold2,0.028728212,2.091562451,-1.335584543
Aebp1,0.104756505,1.822850671,-0.235829053
Ankrd36,1.731880739,1.776178946,1.307809115
Xbp1,0.494282043,0.507762475,-0.849349285
Ska2,-0.006381178,-0.26665859,-0.039234477
Rnf187,0.003289702,0.793224585,-0.68430959
Galnt10,-0.086727742,-1.254827085,0.297806354
Gria1,-1.533639141,-1.263581872,7.338401662
Ppm1d,-0.083082631,-1.03E-05,2.607592773
Myo19,-0.043815284,2.010573784,0.050556207
Acaca,-0.077178856,1.870640027,-0.596487667
Shmt1,-0.09518476,2.936122384,-1.385009526
Drg2,-0.114205371,1.734359996,-0.44201511
Myocd,0.39096991,0.114893817,1.184015609
Bzw2,0.207317707,2.637119522,-1.305200785
Elac2,-0.051849498,1.78039628,-0.932738358
Polr1f,-0.10726614,1.460964046,-0.875018437
Atxn7l1,0.075546704,-1.504552567,0.673270403
Sypl,-0.055859175,-0.653575578,-0.118424791
Pdia6,0.263594411,1.475266908,-1.003694252
Nampt,0.110365584,1.705649227,-0.975999983
Pik3cg,-0.158803422,-0.777928361,-0.231377073
Tspan13,0.141483295,-0.943660282,0.253659603
Cyria,0.252532061,-0.714241091,0.749692251
Sdc1,0.483029546,-1.465636847,2.638295918
Lpin1,0.203353013,-1.230214475,4.669330949
Trib2,-0.412343766,-0.645052826,2.703357961
Apob,-1.767717376,0.075768691,4.982899879
Amz2,-0.219047938,-0.10393491,-0.442623787
Gna13,-0.097959119,0.281351076,-0.639470198
Map2k6,-0.152381192,-1.22009788,0.283407384
Klhl29,-0.744699539,0.860115708,0.941662376
Cmpk2,-0.400082867,-1.749862504,0.353763304
Pfn4,0.83421692,3.485348641,-2.140040797
Rsad2,-1.02260002,-1.340138488,0.423042755
Rnf144a,0.003562659,-2.851765516,2.047641713
Mboat2,0.31353258,-0.801660898,-0.494860683
Dus4l,0.132770118,2.943691263,-1.300165919
Rrm2,0.777436428,0.69847838,1.728526841
Klf11,-0.103324174,-1.310726985,1.011065528
Grhl1,0.477867198,1.94888465,-0.658981798
Sh3yl1,-0.413082381,-1.990249871,4.700576073
Pxdn,-0.88972003,-0.646974841,1.084625587
Ace,-0.118413278,-0.988747813,1.45982252
Rasl10b,-1.303420093,1.863656712,2.069371394
Mettl2,-0.052605117,1.823457441,-0.701280741
Nle1,-0.14458003,1.633408144,-0.375376797
Mrc2,-0.810759541,-0.046785399,2.217480662
Lig3,-0.117312346,1.453959478,-0.629639309
Tmem132e,-1.756408523,-1.521604507,0.726852645
Asic2,-0.994331023,-0.88963951,4.45724245
Ftsj3,-0.033285675,2.511217817,-0.738515862
Psmc5,-0.000560018,1.713588263,-0.757842554
Adap2,0.21247317,-0.219823833,0.308072219
Tcam1,0.059873828,3.296659531,-0.509534925
Pecam1,-0.120578908,-0.620843328,0.294913326
Cacng4,-0.160423639,0.516698042,1.558954874
Cep112,-0.09424646,0.113419346,1.010145604
Grin2c,-0.836295847,-0.501523738,1.280157658
Jpt1,-0.200914183,0.569906937,-0.570704231
Sumo2,0.029444648,1.906639889,-1.123738905
Nup85,-0.039874209,1.398475258,-0.983029239
Cluh,-0.043398117,2.245679213,-0.49590584
Pafah1b1,-0.154158749,0.339691521,-0.544149188
Recql5,-0.063773142,0.011117971,-0.141934812
Itgb4,-0.166055346,1.331549972,-0.950545477
Galk1,-0.362276644,1.810975011,-1.330572732
Mrpl38,-0.018531956,2.004602182,-0.7865102
Acox1,0.05406417,-0.77838422,0.044295272
Tsen54,-0.108761295,1.698956633,1.14580871
Camkk1,0.206354448,-0.642576153,-0.138463445
P2rx1,-0.281057666,-0.950713228,0.661896946
Atp2a3,0.030203624,-2.480757043,0.215796374
Ankfy1,0.003250369,-0.085782089,-0.274967466
Spns3,0.092962669,-1.321541604,0.110868906
Med31,-0.278080584,0.952426413,-0.466074879
Aanat,0.189076441,-1.326870106,2.0544902
Rhbdf2,-0.058417855,-1.629893726,2.573907067
Cygb,0.344378861,0.333886997,0.12259108
Snhg16,-0.235231054,1.834927592,-0.33762948
Kif1c,0.049637893,0.253244774,2.053516695
Sec14l1,0.040363334,-0.509184004,0.050788368
Nos2,-1.403410753,-0.924164926,2.20536389
Dhrs13,0.063237553,1.783697759,-1.008856742
Slc6a4,-0.530538264,0.180903444,0.222376264
Rph3al,-0.108131332,-0.974446181,0.279403924
Nme2,-0.019531285,2.142434656,-0.655562792
Abcc3,0.115621913,-1.184583237,0.165499317
Cacna1g,1.65603905,0.75522682,0.997272974
Lrrc59,0.008527152,1.602951071,-0.979852836
Slc35b1,0.090668976,1.236563688,-0.923901986
Snx11,-0.079213988,1.524846557,-0.402540823
Scrn2,-0.363922439,1.690978345,-0.48014714
Lrrc46,-0.873753358,1.339028879,-0.152713582
Tmem107,0.028874476,0.487338502,-0.982415303
Aurkb,-0.143179358,-0.176522269,-0.210396469
Ctc1,-0.091796644,0.218307945,3.02605242
Pfas,0.011110715,1.976963688,-0.489590067
Myh3,-0.616379094,2.373725615,1.526648667
Top2a,0.496653562,1.035463093,-1.514110666
Kat2a,0.070992807,1.788215453,-0.751894417
Stat5b,-0.037555198,-0.327595795,0.078266163
Lsm12,0.0732715,1.669846928,-0.94593976
Adam11,-0.940754173,-0.410085148,1.007315754
Efcab15,-0.16607054,-0.977585858,0.140790871
Klhl28,-0.094955948,0.250171363,-0.260385403
Fkbp3,-0.125918582,1.386536827,-0.77140033
Coch,-0.81818819,-0.114480926,0.54118403
Ap4s1,-0.147911109,0.548721269,-0.730465645
Ston2,0.378318618,-0.418983314,0.57560921
Pole2,0.139382488,1.209473345,-1.024307821
L2hgdh,0.029469952,1.878749307,-1.046545421
Cdkl1,-0.425220038,-1.989232213,-0.776551515
Ttc8,1.192147002,-0.12035262,-0.219102334
Polr2h,-0.110846957,2.133012437,-0.551549199
Psma6,-0.118043633,1.648271128,-0.912786028
Ngb,-1.048048601,2.467757418,1.564980036
Ahsa1,-0.016908527,2.442186507,-1.706731509
Slirp,-0.055478464,1.376873025,-1.004568679
Mthfd1,0.111636693,2.664381118,0.417417994
Sptb,0.501876018,-0.418938044,-0.272043161
Pygl,0.412043101,-0.898804588,0.382166725
Trim9,-0.098644537,-0.776404905,0.578840764
Tmx1,-0.10215198,0.412806238,-0.680447074
Timm9,-0.058234708,2.083536867,-1.155680233
Rtn1,-0.268221822,-1.203255275,0.547476409
Serpina3n,-0.563823721,-1.061175075,4.029450665
Eif2s1,0.010009035,2.26378093,-1.026414364
Plek2,-0.020210654,0.602173295,-0.268866796
Rdh12,-0.180098366,-1.593670266,0.395286922
Galnt16,0.094542044,3.288288579,0.124775293
Erh,0.237034579,1.857068257,-0.814961828
Smoc1,-0.943995385,1.204530536,0.531999649
Gtpbp4,-0.028565513,2.113523392,-0.946098687
Zmynd11,-0.155958263,-0.252939772,-0.070000211
Esyt2,-0.172222537,-0.577703883,0.349181006
Cdca7l,0.070600907,2.593858538,-1.543095359
Rps6ka5,-0.199036747,-1.701682147,1.290379716
Dglucy,0.663872775,-1.500549988,5.054393688
Fbln5,-1.738486892,-0.317812123,2.556584574
Atxn3,-0.116375736,0.220041703,-0.604241063
Lgmn,0.179937849,-0.480305452,-0.081639347
Pitrm1,0.088165598,2.482402801,-1.233213605
Chga,0.402605024,0.902907739,1.072267657
Pfkp,0.023811621,0.89855331,-0.819180283
Asb2,0.717755665,-0.612153964,-0.196470573
Otub2,-0.195452535,-0.356569813,-0.110613004
Akr1c13,0.635213485,-0.679761058,0.334299537
Tshz3,-0.726168949,-0.453376143,1.561434867
Dpf3,1.192031384,0.068202286,0.280644935
Dcaf4,-0.110184166,0.467946761,2.848195953
Papln,-0.803123428,-1.630199233,3.130805679
Entpd5,-0.091567113,-0.328664604,-0.949033435
Aldh6a1,-0.032458064,-0.813614845,0.069323906
Fcf1,-0.100663802,1.692384482,-0.613534826
Erg28,-0.087016427,1.117981121,-0.875455225
Tgfb3,0.221882503,-0.378673134,-0.670154293
Evl,0.007101453,-0.922213606,0.406944627
Degs2,0.109825635,-0.576963462,-0.233415985
Slc25a29,-0.041519309,-0.193407469,-0.157074711
Hsp90aa1,0.340672097,3.20763824,-2.51729526
Fdft1,-0.395694013,1.827449359,-0.709699806
Cinp,-0.051874592,1.53331181,-0.904232784
Amn,0.060708034,2.274472656,-0.18794578
Exoc3l4,-0.573511357,0.419420974,-0.020729089
Tnfaip2,0.438497753,-0.873364387,0.462690699
Zfyve21,-0.102965716,0.097377642,1.988578755
Atp5mpl,-0.188035293,1.064433125,-0.479110309
Kif26a,0.18140169,0.631716371,0.510480899
Gpr132,-0.026608691,1.004197769,1.24513068
Gng4,-0.231982465,3.603018027,0.665961646
