genes,Raditation_LFC,Radiation_FDR
Vnn3,0.105164305,0.905442521
Hal,1.14331832,0.267987724
Snrpf,-0.793255375,0.023896629
Fgd6,0.154523462,0.634022126
Ndufa12,-0.962105118,0.00844767
Nuak1,-0.942220375,0.047507869
Tcp11l2,1.1695131,9.75E-06
Igf1,0.477775008,0.474336128
Mybpc1,0.403143034,0.757479202
Slc5a8,3.369523624,NA
Ddx21,-0.73265189,6.61E-05
Srgn,-0.526757874,0.107622982
Supv3l1,-0.566608972,0.002952796
Hkdc1,2.310599443,NA
Macroh2a2,2.791995829,4.33E-08
Sar1a,-0.901224526,0.013218445
Ppa1,-1.693350022,0.00066114
Pald1,0.592883414,0.480802636
Vsir,0.552232338,0.086246676
Slc16a7,0.83379696,0.002242168
Ddit4,2.57345797,5.24E-06
Cand1,-0.933613031,0.001353202
Pno1,-1.015749212,0.00234894
Srgap1,0.990799481,0.578192653
Elane,-5.299437525,NA
Vps54,-0.272692453,0.421921835
Pcsk4,-0.630806187,0.386423883
Peli1,0.272065923,0.428442504
Lgr5,0.944590985,0.151210764
Slc1a4,-2.851012105,9.04E-08
Ptprb,0.671378833,0.597309674
Pwwp3a,-0.760726511,0.007152201
Uqcr11,-0.790493787,0.080462987
Tcf3,-0.471063336,0.221774813
Rab36,0.560921315,0.736359624
Grb10,2.600047896,0.011463089
Snrpd3,-0.256312005,0.598678476
Cpm,0.067882391,0.900523395
Mdm2,3.052092912,8.47E-41
Csrp2,0.893790483,0.125723361
Osbpl8,-0.6442912,0.005834034
Phlda1,2.675425377,1.35E-05
Glipr1l2,3.408960678,0.070910183
Jsrp1,-1.045369206,0.706596077
Timm13,-0.791160516,0.090692941
Llph,0.080524683,0.818099348
Irak3,0.396128249,0.372267526
Dip2a,0.278197614,0.558908289
Nfyb,1.881848334,5.32E-07
Txnrd1,1.018744473,0.000574358
Ppm1m,0.093317096,0.83035407
Hint1,-0.857588926,0.051004874
Stk10,0.254211509,0.340159834
Il9r,-0.837241169,0.101571505
Rhbdf1,-0.748060267,0.151815126
Ahsa2,-1.927777256,0.001268106
Hbq1a,1.653881808,NA
Cdc34,0.730638839,0.076127986
Tpgs1,-0.482054539,0.353383224
Sptbn1,0.063569126,0.869701041
Theg,0.040701658,0.989275208
Mdh1,-0.674987088,0.132938993
Fstl3,1.181300939,0.204931263
Ccng1,3.802146284,8.92E-34
Nudcd2,1.37215693,2.21E-05
Slc22a4,-0.244830391,0.905442521
Mgat1,-0.154191794,0.779818222
Flt4,0.687483976,0.592303934
Hnrnpab,-0.91711962,0.000159557
Hspa4,-1.168707207,0.000167277
Canx,-0.230152484,0.66818087
Rufy1,-0.193009012,0.508266563
Rnf130,-0.381958017,0.195515651
Sar1b,-1.120979744,0.015071386
Pdlim4,0.253275585,0.8216227
Cdkn2aipnl,-1.062710088,0.002601189
Nefh,-0.557766402,0.256740674
Havcr2,-0.125295952,0.905442521
Fam71b,0.845311136,0.693037448
Tns3,-0.164880046,0.788066826
Btg2,1.968188837,9.24E-08
Igfbp3,1.869851099,0.333727635
Pes1,-0.819205473,0.001680957
Adcy1,1.977052873,0.164453108
Tcn2,1.249164189,0.000321164
Guk1,-0.620962962,0.099886577
Npc1l1,-0.763264232,0.629744206
Cfap36,-0.258979583,0.386595552
Pold2,-1.335584543,1.81E-05
Aebp1,-0.235829053,0.819556515
Ankrd36,1.307809115,NA
Xbp1,-0.849349285,0.0909521
Ska2,-0.039234477,0.935168082
Rnf187,-0.68430959,0.144206015
Galnt10,0.297806354,0.38313611
Gria1,7.338401662,NA
Ppm1d,2.607592773,4.68E-20
Myo19,0.050556207,0.915396064
Acaca,-0.596487667,0.028137426
Shmt1,-1.385009526,4.32E-07
Drg2,-0.44201511,0.380695457
Myocd,1.184015609,0.532113492
Bzw2,-1.305200785,4.75E-05
Elac2,-0.932738358,0.000224249
Polr1f,-0.875018437,0.003039595
Atxn7l1,0.673270403,0.04849576
Sypl,-0.118424791,0.737418348
Pdia6,-1.003694252,0.010294466
Nampt,-0.975999983,0.0015605
Pik3cg,-0.231377073,0.607339762
Tspan13,0.253659603,0.437410779
Cyria,0.749692251,0.009674815
Sdc1,2.638295918,5.90E-10
Lpin1,4.669330949,5.41E-44
Trib2,2.703357961,1.48E-12
Apob,4.982899879,NA
Amz2,-0.442623787,0.254853256
Gna13,-0.639470198,0.089347393
Map2k6,0.283407384,0.47923108
Klhl29,0.941662376,0.468635428
Cmpk2,0.353763304,0.553733545
Pfn4,-2.140040797,NA
Rsad2,0.423042755,0.856351236
Rnf144a,2.047641713,1.18E-09
Mboat2,-0.494860683,0.830235543
Dus4l,-1.300165919,0.0011231
Rrm2,1.728526841,0.00180139
Klf11,1.011065528,0.024032764
Grhl1,-0.658981798,0.305510693
Sh3yl1,4.700576073,1.14E-11
Pxdn,1.084625587,0.598575874
Ace,1.45982252,0.235972254
Rasl10b,2.069371394,0.301312358
Mettl2,-0.701280741,0.010019728
Nle1,-0.375376797,0.294697479
Mrc2,2.217480662,0.0636415
Lig3,-0.629639309,0.060932639
Tmem132e,0.726852645,0.777560804
Asic2,4.45724245,NA
Ftsj3,-0.738515862,0.003891292
Psmc5,-0.757842554,0.006546437
Adap2,0.308072219,0.687754845
Tcam1,-0.509534925,0.302180634
Pecam1,0.294913326,0.178633197
Cacng4,1.558954874,0.152336855
Cep112,1.010145604,0.562355135
Grin2c,1.280157658,0.471388213
Jpt1,-0.570704231,0.266569495
Sumo2,-1.123738905,0.001145069
Nup85,-0.983029239,0.001235397
Cluh,-0.49590584,0.109005788
Pafah1b1,-0.544149188,0.124810673
Recql5,-0.141934812,0.792185345
Itgb4,-0.950545477,0.092051054
Galk1,-1.330572732,0.000460007
Mrpl38,-0.7865102,0.035109023
Acox1,0.044295272,0.902571564
Tsen54,1.14580871,0.0083911
Camkk1,-0.138463445,0.844976861
P2rx1,0.661896946,0.685697893
Atp2a3,0.215796374,0.70504351
Ankfy1,-0.274967466,0.24980312
Spns3,0.110868906,0.859975034
Med31,-0.466074879,0.380943304
Aanat,2.0544902,0.000930186
Rhbdf2,2.573907067,1.65E-20
Cygb,0.12259108,0.95324521
Snhg16,-0.33762948,0.350183273
Kif1c,2.053516695,3.66E-12
Sec14l1,0.050788368,0.915090867
Nos2,2.20536389,0.2545195
Dhrs13,-1.008856742,0.223968481
Slc6a4,0.222376264,0.90728783
Rph3al,0.279403924,0.621225144
Nme2,-0.655562792,0.21191659
Abcc3,0.165499317,0.837630454
Cacna1g,0.997272974,0.75573924
Lrrc59,-0.979852836,0.000398358
Slc35b1,-0.923901986,0.017069533
Snx11,-0.402540823,0.344970589
Scrn2,-0.48014714,0.463614104
Lrrc46,-0.152713582,0.944246852
Tmem107,-0.982415303,0.422173264
Aurkb,-0.210396469,0.746827952
Ctc1,3.02605242,2.77E-22
Pfas,-0.489590067,0.14945933
Myh3,1.526648667,0.47595517
Top2a,-1.514110666,0.000249858
Kat2a,-0.751894417,0.013115419
Stat5b,0.078266163,0.790266237
Lsm12,-0.94593976,4.81E-05
Adam11,1.007315754,0.245779749
Efcab15,0.140790871,0.94907506
Klhl28,-0.260385403,0.667043778
Fkbp3,-0.77140033,0.037019935
Coch,0.54118403,0.479768272
Ap4s1,-0.730465645,0.010088322
Ston2,0.57560921,0.550608022
Pole2,-1.024307821,0.006984175
L2hgdh,-1.046545421,0.003346817
Cdkl1,-0.776551515,0.162245667
Ttc8,-0.219102334,0.861949521
Polr2h,-0.551549199,0.319880699
Psma6,-0.912786028,0.005420533
Ngb,1.564980036,0.301691063
Ahsa1,-1.706731509,0.000377784
Slirp,-1.004568679,0.005605812
Mthfd1,0.417417994,0.379561172
Sptb,-0.272043161,0.831660134
Pygl,0.382166725,0.646951339
Trim9,0.578840764,0.469516276
Tmx1,-0.680447074,0.068217846
Timm9,-1.155680233,0.008154695
Rtn1,0.547476409,0.544662932
Serpina3n,4.029450665,NA
Eif2s1,-1.026414364,0.000109703
Plek2,-0.268866796,0.871058611
Rdh12,0.395286922,0.296704128
Galnt16,0.124775293,0.966517955
Erh,-0.814961828,0.001917558
Smoc1,0.531999649,0.745529263
Gtpbp4,-0.946098687,1.76E-05
Zmynd11,-0.070000211,0.828039535
Esyt2,0.349181006,0.319844802
Cdca7l,-1.543095359,1.15E-05
Rps6ka5,1.290379716,2.09E-06
Dglucy,5.054393688,4.77E-62
Fbln5,2.556584574,0.13226398
Atxn3,-0.604241063,0.015731777
Lgmn,-0.081639347,0.855216538
Pitrm1,-1.233213605,0.000241812
Chga,1.072267657,0.618967907
Pfkp,-0.819180283,0.000549328
Asb2,-0.196470573,0.757629324
Otub2,-0.110613004,0.831805609
Akr1c13,0.334299537,0.740569516
Tshz3,1.561434867,0.211528248
Dpf3,0.280644935,0.899236651
Dcaf4,2.848195953,7.23E-18
Papln,3.130805679,2.70E-05
Entpd5,-0.949033435,0.000279409
Aldh6a1,0.069323906,0.858980533
Fcf1,-0.613534826,0.028183411
Erg28,-0.875455225,0.003621561
Tgfb3,-0.670154293,0.381112865
Evl,0.406944627,0.079347593
Degs2,-0.233415985,0.532113492
Slc25a29,-0.157074711,0.855216538
Hsp90aa1,-2.51729526,1.97E-06
Fdft1,-0.709699806,0.103156002
Cinp,-0.904232784,0.006336614
Amn,-0.18794578,0.875142433
Exoc3l4,-0.020729089,0.991901442
Tnfaip2,0.462690699,0.553345109
Zfyve21,1.988578755,0.000125898
Atp5mpl,-0.479110309,0.492668062
Kif26a,0.510480899,0.858250839
Gpr132,1.24513068,0.000357893
Gng4,0.665961646,0.745599895
Gpr137b,-0.211690956,0.557838804
Amph,6.550442842,NA
Trim27,-0.896346605,0.00169778
Tfap2a,2.108480987,0.015033002
Tmem14c,-0.74292757,0.060330782
Nedd9,-0.549702027,0.03083063
Susd3,-0.025022863,0.958819084
Aspn,0.123848637,0.939519098
Ogn,-0.890674979,0.394239943
Nol8,-0.80873232,0.001670837
Spin1,-0.5579539,0.155368859
Pxdc1,-1.156944953,9.98E-06
Ctsq,1.444143626,0.697090936
Gadd45g,0.107680711,0.815267947
Ror2,1.257255317,NA
Sfxn1,-1.203141411,0.000240355
Habp4,0.150694145,0.673902154
Drd1,0.632440879,0.461101699
Prxl2c,1.259663061,2.24E-06
Mxd3,-0.615056858,0.250628419
Prelid1,-0.619268453,0.086241685
Slc34a1,3.427395538,NA
F12,2.233485536,0.117241698
Pdlim7,-0.078201108,0.886503915
Txndc15,-0.696209147,0.107754187
Ptdss1,-0.98072353,0.005605812
Ccnh,-0.835957903,0.003202234
Golm1,-0.227276088,0.493964869
Dapk1,1.813001177,0.049712784
Trip13,-1.311305663,0.004476692
Cep72,0.074228537,0.909246654
Tppp,-0.410714896,0.446362274
Pdcd6,-0.627872993,0.074934626
Erap1,-1.010265762,0.008085274
Cast,1.822660552,1.94E-17
Spata9,-0.401041842,0.84205706
Glrx,0.670717905,0.164304371
Arsk,-0.187046049,0.741550185
Nsun2,-1.099542122,7.94E-05
Mctp1,0.295950207,0.691443856
Slf1,-0.599741571,0.132412414
Ndufs6,-0.682688211,0.086638901
Mrpl36,-0.718581985,0.270425967
Tert,1.315178778,0.006299198
Vcan,1.709938435,0.009213874
Cd180,-1.525263256,8.32E-12
Marveld2,-0.422332373,0.469105882
Naip1,-0.271719151,0.888222703
Serf1,-1.031408392,0.305504149
Smn1,-0.723304351,0.002612524
Mccc2,-0.027533191,0.964953277
Ptcd2,-0.980603238,0.00817965
Btf3,-0.587898111,0.183431079
Arhgef28,1.767783231,NA
Hexb,-0.096652996,0.761438624
Polk,3.764610575,4.49E-54
Cert1,-0.09874565,0.858044517
Hmgcr,-1.346665968,4.61E-07
Pde8b,-0.012546086,0.991878438
Dimt1,-0.726275775,0.023559882
Depdc1b,-0.119901708,0.933868523
Plk2,7.197065289,3.44E-48
Serinc5,1.156338524,0.015253785
Dhfr,-1.121022879,0.01419306
Rasgrf2,0.307499054,0.388308024
Cenpk,-1.031447657,0.180692508
Rnf180,0.852903646,0.289209684
Parp8,0.296947246,0.220207543
Fgf10,1.59728042,0.247290284
Slc4a7,-0.200080298,0.648859177
Psmd6,-0.884992411,0.025156451
Oit1,-0.025487352,NA
Map3k1,0.082674486,0.858044517
Vdac2,-0.682861197,0.018643862
Dlg5,1.131453838,0.534124096
Prxl2a,-0.013925202,0.985927477
Bmpr1a,0.363083746,0.815433887
Nid2,0.910831308,0.199224376
Ecd,-0.806966341,0.01373555
Anxa7,-0.503273021,0.051539597
Vcl,0.136709656,0.758920104
Txndc16,-0.158265335,0.630279089
Ero1a,-0.823344113,0.011985304
Psmc6,-0.803996359,0.021820811
Samd4,0.12629927,0.905442521
ccdc198,-0.404498499,0.873740911
Slc35f4,-0.15272976,0.935168082
Anxa11,-0.062658388,0.86477561
NA,0.364364627,0.722630706
Ppif,-0.905334518,0.008348486
Gm49342,-0.881820971,0.021369733
Rnase4,0.372048755,0.75427548
Dnah12,2.929663398,0.0043326
Rnase6,-0.059982607,0.916059231
Eaf1,-0.867614205,0.005073931
Mettl6,1.395312853,4.00E-08
Sh3bp5,0.095596876,0.878354468
Arhgef3,0.948557958,0.00202769
Btd,-0.38664928,0.348128773
Ncoa4-ps,-0.042827948,NA
Ogdhl,3.762283253,0.001405175
Spcs1,-1.057848431,0.004504908
Ebpl,-0.094013267,0.871731485
Ctsb,0.322529997,0.544374159
Zmym2,-0.281335082,0.267987724
Cryl1,0.673033067,0.22591844
Tkt,-0.983193066,0.007652767
Pinx1,-0.559540374,0.048878054
Lats2,0.843779564,0.003956947
Zdhhc20,0.138581372,0.714198055
Fgf9,1.73535729,0.036275324
Atp8a2,0.518049782,0.650465193
Amer2,2.677546641,0.14945933
Mtmr6,-0.266101215,0.231879921
Spata13,-0.052095476,0.881632416
Lrrc63,1.552550226,0.18558433
Lcp1,-1.016874315,7.26E-05
Slc25a30,0.088241269,0.850949385
Nufip1,-0.842604671,0.004684135
Tsc22d1,1.046114129,0.006207148
Epsti1,0.410343173,0.12606199
Tnfsf11,-0.591152864,0.779746911
Rgcc,1.681577743,0.047098751
Pbk,-2.463264015,0.000389006
Clu,0.80485386,0.447561636
Ephx2,0.241673391,0.88580221
Trim35,-0.242050297,0.574166373
Stmn4,2.807494627,0.352051385
Dpysl2,-0.321641807,0.38447003
Bnip3l,0.533628753,0.315792258
Ebf2,0.733054527,0.815433887
Nefm,2.268224962,0.095270225
Adamdec1,-0.337326194,0.545713622
Entpd4b,-0.333366725,0.154798731
Bora,-0.858099987,0.011093282
Tnfrsf10b,2.637991564,2.90E-20
Rhobtb2,-1.135378507,0.000691238
Slc39a14,1.363456566,1.51E-05
Bmp1,2.850699808,9.32E-06
Gfra2,0.273131287,0.748879296
Rb1,1.823646679,6.01E-06
Itm2b,0.27656958,0.402386966
Uchl3,-1.469397785,5.47E-08
Gpc5,1.185924675,0.445941919
Ednrb,2.397289065,0.030114785
Cln5,-0.572148385,0.081156299
Acod1,0.574962578,0.820493177
Cldn10,1.269251031,0.079396761
Mbnl2,0.719170859,0.000406693
Lrp10,-0.192243661,0.61853782
Haus4,-0.482563663,0.238002313
Slc7a8,1.048863708,0.203016218
C6,-0.043752893,0.964953277
Oxct1,-0.605638794,0.047245145
Psmb5,-1.066270055,0.01797105
Pdzd2,1.858389582,5.38E-06
Slc22a17,0.279399965,0.788066826
Golph3,-0.661281245,0.11305668
Sub1,-0.509790584,0.090478833
Sema5a,0.114572077,0.909421412
Cct5,-1.243140146,0.001084327
Cmbl,-0.758383049,0.11926712
Ankrd33b,-0.758268969,0.070232317
Ctnnd2,0.393056081,0.769290039
Tars,-1.228234888,6.58E-07
Rai14,0.464202898,0.717702365
Sdc2,0.189623493,0.938036172
Dnah5,4.439591574,NA
Trio,1.617295588,3.06E-07
Retreg1,0.238553199,0.579221859
Myo10,1.554642225,1.12E-05
Ywhaz,-0.40447132,0.195842944
Grhl2,2.888163618,NA
Rrm2b,0.35026027,0.236476202
Slc25a32,-0.858250882,0.038560275
Dcaf13,-0.946493694,0.000672475
Angpt1,0.015239559,0.991377646
Rida,-0.10202875,0.88323138
Pop1,-0.282139696,0.573558355
Khdrbs3,0.078677902,0.972143486
Sybu,0.005838728,0.997303229
Myc,-0.413277392,0.672093367
Sqle,-1.514252449,1.75E-06
Mtss1,-0.41392487,0.28924887
Ndufb9,-0.699728175,0.14945933
Fbxo32,0.95191895,0.010663051
Tbc1d31,-0.147681792,0.75573924
Derl1,-0.507788758,0.231098267
Has2,1.442892076,0.465564841
Col14a1,-0.196612664,0.820725668
Sla,-0.257094816,0.540863498
Lrrc6,5.65456803,NA
Asap1,0.360561477,0.180532405
Gtse1,5.742653392,2.97E-38
Tef,1.783763626,1.59E-06
Rangap1,-0.794001802,0.029733516
St13,-1.32941499,0.000212206
Cacna1i,0.100754883,0.862273466
Enpp2,0.111902952,0.909643395
Tomm22,-0.731497372,0.086111955
Cby1,3.062635278,4.88E-12
Sh3bp1,-0.712560194,0.003654601
Parvg,-0.4604657,0.203740263
Cyp2d26,0.57354325,0.811122358
Naga,0.470897267,0.164440449
Slc38a2,-0.773893236,0.016673661
Rpap3,-0.914290686,0.000474751
Endou,-0.19965551,0.774489959
Rapgef3,2.583760775,5.65E-11
Xrcc6,-0.460038341,0.20802042
Pmm1,1.094623964,0.017069533
Hdac7,0.033651816,0.953358823
Polr3h,-0.924163377,0.000425272
Col2a1,2.520850347,0.075682715
Nckap1l,-0.148386462,0.67219645
Shisa9,3.280824943,NA
Tnfrsf17,-0.109759281,0.94288499
Ciita,0.034847327,0.915396064
Emp2,0.836259704,0.60588516
Bcl6,-0.879492485,0.000139445
Trp63,5.063748385,NA
Mgrn1,0.329790284,0.322177568
Srl,0.459718741,0.508266563
Cyc1,-0.910342325,0.039879048
Maf1,-0.105852324,0.858044517
Hgh1,-0.827348481,0.012016814
Bop1,-0.821241835,0.014893429
Grina,0.357888173,0.206111768
Plec,1.177565527,0.000112975
Pycrl,-1.207586155,0.014179749
Gpihbp1,0.304050129,0.896090773
Ly6g,-1.587601538,0.572846117
Ly6c2,-0.203481939,0.832343801
Ly6i,0.594441705,0.708434405
Ly6e,-0.24268265,0.591120117
Cyp11b2,1.666800774,NA
Lynx1,-0.15630653,0.81769116
Slurp1,-1.578292861,1.04E-05
Arc,1.337343445,0.09436118
Cep97,0.204803226,0.542660867
Mapk12,-0.587194037,0.254413426
Mapk8ip2,4.698175246,0.063003106
Arsa,0.336851675,0.501885623
Shank3,1.009177683,0.364014541
Kif21a,0.700674868,0.792798394
Yaf2,-1.064565347,0.000468512
Alcam,-0.052179366,0.885112202
Retnlg,0.213552765,0.909246654
Gcsam,-0.38614713,0.798707156
Cd200,-0.604503827,0.078567439
Ccdc80,1.930434344,0.225188312
Mcm4,-1.224996763,0.000169114
Cep20,-0.322681727,0.491316304
Rrn3,0.504790514,0.211028971
B3gnt5,-0.780059598,0.001077615
Boc,1.917539212,0.439194311
Sidt1,0.631831766,0.106671914
Qtrt2,-0.840064595,0.03782996
Drd3,0.039934041,0.985927477
Crybg3,0.196101498,0.607454462
Cmss1,-0.863551067,0.094388359
Klhl22,2.314685057,5.70E-08
Tomm70a,-0.81685104,0.021197694
Tfg,-0.867346427,0.003905826
Serpind1,-0.094312286,0.915396064
Ccdc116,-0.420401983,0.248493503
Sdf2l1,-1.323588689,0.004359533
Igsf11,2.128966178,0.008048208
Tnk2,-0.392512199,0.302180634
Yars2,-0.930082494,0.027138384
B4galt4,-0.616184276,0.330391272
Tfrc,-1.374725116,7.17E-05
Arhgap31,0.611592238,0.250410403
Fyttd1,-0.806653632,0.058010435
Umps,-1.628381124,4.62E-06
Itgb5,0.029486999,0.963201478
Cyp2ab1,1.400735651,0.330404629
Ndufb4,-0.868173876,0.047771724
Hgd,0.685671745,0.788751478
Mylk,0.746466508,0.485517656
Ece2,-0.989427882,0.002120225
Clcn2,1.226393672,0.005940237
Ehhadh,0.465834976,0.207070977
Tmem41a,-0.297082907,0.727691212
Btg3,-0.646490637,0.408868108
Cxadr,0.645173416,0.359317414
Usp25,-0.147090739,0.650653399
Samsn1,1.064974115,0.002017089
Adipoq,0.709223254,0.756167906
Rfc4,-1.357680763,0.010574965
Robo1,0.108228342,0.951893981
St6gal1,0.154504992,0.63410199
Mrpl39,-0.845985727,0.006553216
App,1.054445859,0.001799997
Adamts5,0.543354096,0.700727598
Slc15a2,2.07089922,0.14945933
Ildr1,1.280703517,0.164306336
Cd86,-0.024547494,0.954903726
Parp9,-0.063877465,0.899370875
Psmg1,-1.134355867,0.00016848
Brwd1,-0.121012475,0.771261145
Fam3b,3.572404552,0.050672741
Pigp,-0.366211736,0.556385377
Dop1b,0.764158787,0.027113469
Cbr3,0.628288909,0.644185921
Runx1,1.083716391,2.71E-05
Atp5o,-0.797281483,0.04176206
Gart,-0.343536614,0.439013452
Tmem50b,-1.100150523,0.000558081
Cfap298,-1.514148551,9.39E-06
Mis18a,-0.172855519,0.798888914
Wnt10b,0.456866617,0.616638351
Dhh,3.405850761,0.018643862
Tuba1b,-1.520312666,0.000897404
Tmbim6,-0.256601835,0.398875262
Faim2,1.878612079,0.110939701
Racgap1,-0.304646844,0.349793986
Gpd1,-0.019182831,0.983124776
Cox14,-0.222313947,0.682499842
Lima1,-0.037485719,0.965239617
Larp4,-1.143120184,0.000454977
Cela1,0.97838894,0.248736273
Nr4a1,0.998351083,0.1571184
Csad,0.400463988,0.428878899
Amhr2,0.034944788,0.982990206
Calcoco1,1.415220662,9.54E-07
Cdkn1a,7.551267459,2.76E-43
Cep89,0.569399106,0.124810673
Mospd1,-0.287599843,0.538328276
Cxcl13,1.314580343,0.39783839
Gtf2ird1,1.146204083,0.00214493
H2-M10.2,-1.095882013,0.338232292
Ndufa5,-0.928587221,0.027964362
Msrb2,0.044188656,0.947754019
Rfc2,-0.318488417,0.392889584
Prmt5,-1.036005811,8.47E-07
Gzma,-0.197683408,0.852227007
Get1,-0.759550103,0.049232787
Lrrc69,-1.211326485,0.509333085
Rpp14,-1.055299164,9.61E-05
Slc38a1,-0.440542655,0.067192625
Vwa5a,-0.026752366,0.95324521
Epb42,-0.102242841,0.922962434
Kcnk5,-1.156726872,0.001851565
Parp3,-1.090995463,0.023461618
Acy1,-0.422480708,0.399036646
Gabrr2,-0.056329639,0.969803779
Creld2,-1.146800613,0.030422643
Twf2,-0.718314532,0.049712784
Dtwd1,-0.838843946,0.087326046
Gcm1,2.209026082,0.027975231
Clec4n,0.25615674,0.786588867
Tmem176a,0.096279432,0.906819568
Slc17a9,-0.399659515,0.263985841
Cela3b,0.967231301,0.743542188
Tpi1,-1.48700285,0.000188029
Cdca3,-0.881954132,0.189076653
Ccndbp1,0.396676348,0.276553182
Rsph3b,-0.045368106,0.939519098
Slc22a3,-1.014108199,0.63401528
Acat2,-0.511983647,0.293641418
1700010I14Rik,0.43833677,0.396512273
Phf10,-0.726992028,0.014775164
Smoc2,0.503993854,0.753741718
Zscan10,4.127957842,NA
Paqr4,-1.081479774,0.041501614
Pla2g7,0.889365626,0.202317237
Rhag,-0.309927635,0.684556168
Mrpl14,-0.60619991,0.376341399
Sgo1,-1.117632161,0.069091425
Slc29a1,-1.596510436,1.04E-05
Hsp90ab1,-1.125388334,0.005403621
Tcte1,1.326923713,0.425696128
Vegfa,0.558278772,0.542540047
Gtpbp2,0.103037444,0.848200891
Polh,-0.971001347,0.00642232
Enpp5,0.236369506,0.834910415
Cyp39a1,-0.088197632,0.900372752
Fbxl17,0.004960151,0.991901442
Crip3,0.966982271,0.109961253
Rrp36,0.91861579,0.007904069
Ptk7,2.630845676,0.101286524
Guca1b,-0.195559912,0.777560804
Guca1a,-0.875414985,0.613461151
Gm20517,0.123438964,0.875290264
Bysl,-1.074521934,1.22E-05
Tfeb,-0.580893381,0.107752014
Treml1,0.573149275,0.789854444
Tspo2,-0.635871833,0.579767744
Ppil1,-0.830471615,0.004299594
Mtch1,-0.405636713,0.205221642
Fgd2,-1.035608494,0.006401572
Abcg1,0.050668256,0.887495777
Wdr4,-0.548221292,0.203830394
Cbs,0.004422271,0.997113414
Sik1,1.341620571,0.015875488
Arhgap28,0.803552623,0.662482835
Epb41l3,0.115990808,0.892364133
Emilin2,0.176887535,0.878354468
Smchd1,-0.331045017,0.216648971
Ndc80,-0.327718279,0.537790777
Galnt14,0.782680255,0.416988391
Ehd3,-0.064556251,0.91254089
Xdh,0.682761728,0.409702664
Dpy30,-0.699882642,0.087623525
Spast,-0.625368726,0.071202678
Yipf4,-0.193162121,0.73753608
Ttc27,-0.68948364,0.084667936
Cebpz,-0.751978034,0.005237916
Qpct,1.354752763,0.373864717
Man2a1,0.153849239,0.666057425
Vapa,-0.81026959,0.017850488
Srsf7,-1.014244912,0.011330297
Twsg1,0.595543338,0.099065642
Ndufv2,-0.780359462,0.015122693
Cacna1h,0.914751523,0.238025929
Lrpprc,-0.706519187,0.017922179
Prss30,0.692163838,0.327896295
Abca3,0.564527509,0.004523489
Eci1,0.068193978,0.909246654
Pigf,1.528203249,0.001438722
Cript,-0.396904135,0.399602744
C3,-0.389167309,0.633374228
Nme4,1.579966718,0.002745287
Pgap6,0.113597139,0.774489959
Mrpl28,-0.620620413,0.205859598
Pdia2,0.092223321,0.960390758
Fam234a,1.042809606,0.000773073
Phf1,0.156019438,0.725380796
Cuta,-1.078585033,0.005418751
Plin3,-0.153923443,0.618577017
Rfx2,0.885692612,0.089614834
Uqcc2,-1.094075658,0.006535248
Ip6k3,1.272320908,0.69581347
Grm8,-0.327719847,0.845846207
Clps,5.333490168,NA
Svil,1.29316838,1.93E-07
